gloss,video_id,url,split,signer_id,local_path,available,opened
money,36651,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Finance%252C%20Money.mp4,val,32,data\raw\wlasl_mirror\videos\36651.mp4,True,True
money,36652,https://media.asldeafined.com/vocabulary/1468716235.9039.mp4,train,13,data\raw\wlasl_mirror\videos\36652.mp4,True,True
money,36653,https://www.handspeak.com/word/m/money.mp4,train,20,,False,False
money,36654,https://www.signingsavvy.com/signs/mp4/6/6398.mp4,train,11,,False,False
money,36657,https://www.youtube.com/watch?v=WH16jn3fKd8,train,5,data\raw\wlasl_mirror\videos\36657.mp4,True,True
money,66138,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/MO/MONEY-670.mp4,train,90,,False,False
money,36648,https://media.spreadthesign.com/video/mp4/13/48596.mp4,test,56,data\raw\wlasl_mirror\videos\36648.mp4,True,True
money,67901,https://youtu.be/kuO_0XkfoZQ,val,109,,False,False
money,36658,https://www.youtube.com/watch?v=zYBErcvmFFM,test,5,data\raw\wlasl_mirror\videos\36658.mp4,True,True
money,36659,http://www.aslpro.com/main/m/money.swf,train,25,,False,False
money,36660,http://www.aslsearch.com/signs/videos/fund2.mp4,train,12,,False,False
thank you,57653,https://www.youtube.com/watch?v=x6CehcknaH8,train,9,,False,False
thank you,69502,http://aslbricks.org/New/ASL-Videos/thank%20you.mp4,train,115,data\raw\wlasl_mirror\videos\69502.mp4,True,True
thank you,68796,https://www.youtube.com/watch?v=pj0YH_l8TNM,train,115,,False,False
thank you,57663,https://www.youtube.com/watch?v=7XHOmZYiBew,val,82,data\raw\wlasl_mirror\videos\57663.mp4,True,True
thank you,57664,https://www.youtube.com/watch?v=lJXvGI7r_Fc,train,51,,False,False
thank you,66598,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THANK-YOU-1198.mp4,train,98,,False,False
thank you,57655,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20ThankYou-OGQTouYS3zM.mp4,train,46,data\raw\wlasl_mirror\videos\57655.mp4,True,True
thank you,57665,https://www.youtube.com/watch?v=sH87G_Bz_nA,train,51,,False,False
thank you,57666,https://www.youtube.com/watch?v=t8Hr0IHghrQ,train,51,,False,False
thank you,57667,http://www.aslsearch.com/signs/videos/thank.mp4,test,12,,False,False
thank you,57656,https://media.asldeafined.com/vocabulary/1468944231.2757.mp4,val,13,data\raw\wlasl_mirror\videos\57656.mp4,True,True
thank you,57657,https://media.asldeafined.com/vocabulary/1522767348.9440.mp4,test,15,data\raw\wlasl_mirror\videos\57657.mp4,True,True
thank you,57658,https://www.handspeak.com/word/t/thank.mp4,train,14,,False,False
thank you,57659,https://www.signingsavvy.com/signs/mp4/14/14353.mp4,train,11,,False,False
appointment,03053,https://www.youtube.com/watch?v=jPn0FQxkdBc,val,9,data\raw\wlasl_mirror\videos\03053.mp4,True,True
appointment,70155,https://www.youtube.com/watch?v=F5Wef1_PtLk,train,121,data\raw\wlasl_mirror\videos\70155.mp4,True,True
appointment,03062,https://www.signingsavvy.com/signs/mp4/6/6265.mp4,train,11,,False,False
appointment,03063,http://www.aslsearch.com/signs/videos/appointment.mp4,train,12,,False,False
appointment,65087,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/AP/APPOINTMENT-2074.mp4,train,89,,False,False
appointment,03055,https://media.spreadthesign.com/video/mp4/13/186262.mp4,train,37,data\raw\wlasl_mirror\videos\03055.mp4,True,True
appointment,67368,https://youtu.be/T3geO4kqbQw,train,109,,False,False
appointment,03056,https://media.spreadthesign.com/video/mp4/13/89669.mp4,train,2,data\raw\wlasl_mirror\videos\03056.mp4,True,True
appointment,03057,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/appointment.mp4,train,36,data\raw\wlasl_mirror\videos\03057.mp4,True,True
appointment,03058,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Appointment-_6p2vswcewI.mp4,test,46,data\raw\wlasl_mirror\videos\03058.mp4,True,True
appointment,03059,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Appointment.mp4,train,60,data\raw\wlasl_mirror\videos\03059.mp4,True,True
appointment,03060,https://media.asldeafined.com/vocabulary/1466511982.60.mp4,test,13,data\raw\wlasl_mirror\videos\03060.mp4,True,True
appointment,03061,https://www.signingsavvy.com/signs/mp4/22/22122.mp4,val,10,,False,False
form,23042,https://media.spreadthesign.com/video/mp4/13/456358.mp4,test,37,data\raw\wlasl_mirror\videos\23042.mp4,True,True
form,23047,https://www.handspeak.com/word/f/form-apply.mp4,train,14,,False,False
form,23049,https://www.signingsavvy.com/signs/mp4/1/1587.mp4,train,11,,False,False
form,23050,https://www.signingsavvy.com/signs/mp4/22/22337.mp4,test,10,,False,False
form,23051,https://www.signingsavvy.com/signs/mp4/22/22338.mp4,train,10,,False,False
form,23053,https://www.youtube.com/watch?v=K3jVXZm_PFQ,train,5,data\raw\wlasl_mirror\videos\23053.mp4,True,True
form,23054,http://www.aslpro.com/main/f/form.swf,train,24,,False,False
form,23055,http://www.aslsearch.com/signs/videos/fix.mp4,train,12,,False,False
form,23056,http://www.aslsearch.com/signs/videos/form.mp4,train,12,,False,False
form,23043,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Frame%202-aJaYGpr0g0I.mp4,train,32,data\raw\wlasl_mirror\videos\23043.mp4,True,True
form,23045,https://media.asldeafined.com/vocabulary/1468513555.1670.mp4,val,21,data\raw\wlasl_mirror\videos\23045.mp4,True,True
form,23046,https://media.asldeafined.com/vocabulary/1468513584.6685.mp4,val,21,data\raw\wlasl_mirror\videos\23046.mp4,True,True
pain,40797,https://www.youtube.com/watch?v=zHd4YEFzpwE,train,9,data\raw\wlasl_mirror\videos\40797.mp4,True,True
pain,40810,http://www.aslsearch.com/signs/videos/sore.mp4,train,12,,False,False
pain,40802,https://media.spreadthesign.com/video/mp4/13/63555.mp4,train,0,data\raw\wlasl_mirror\videos\40802.mp4,True,True
pain,67956,https://youtu.be/PUeBxtWPPFw,val,109,,False,False
pain,40803,https://media.asldeafined.com/vocabulary/1468723103.4644.mp4,train,13,data\raw\wlasl_mirror\videos\40803.mp4,True,True
pain,40804,https://www.handspeak.com/word/p/pain.mp4,val,14,,False,False
pain,40806,https://www.signingsavvy.com/signs/mp4/23/23773.mp4,train,10,,False,False
pain,40807,https://www.signingsavvy.com/signs/mp4/23/23774.mp4,train,10,,False,False
pain,40808,https://www.youtube.com/watch?v=c-oLk9yPARI,test,5,data\raw\wlasl_mirror\videos\40808.mp4,True,True
pain,40809,http://www.aslpro.com/main/p/pain.swf,train,44,,False,False
emergency,18939,https://www.youtube.com/watch?v=2oaCeSdHG-A,test,9,data\raw\wlasl_mirror\videos\18939.mp4,True,True
emergency,18942,https://media.spreadthesign.com/video/mp4/13/51573.mp4,val,53,data\raw\wlasl_mirror\videos\18942.mp4,True,True
emergency,18944,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Easter%2C%20Emergency-DL7k73WHH6E.mp4,train,45,data\raw\wlasl_mirror\videos\18944.mp4,True,True
emergency,18946,https://media.asldeafined.com/vocabulary/1468375589.5250.mp4,train,21,data\raw\wlasl_mirror\videos\18946.mp4,True,True
emergency,18948,https://www.handspeak.com/word/e/emergency.mp4,train,14,,False,False
emergency,18949,https://www.signingsavvy.com/signs/mp4/7/7133.mp4,train,11,,False,False
emergency,18950,https://www.youtube.com/watch?v=gzf9Xilh6aA,train,5,data\raw\wlasl_mirror\videos\18950.mp4,True,True
