video_id,label,signer_id,source_dataset,split_original,path,num_frames,is_augmented
36657_aug_4_aug_11_aug_18,money,wlasl_5,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/money/36657_aug_4_aug_11_aug_18_jitter.npy,54,True
36658_aug_5_aug_12_aug_19,money,wlasl_5,WLASL_AUG_AUG_AUG,test,data/selected/landmarks/money/36658_aug_5_aug_12_aug_19_scale_rotate.npy,54,True
70075_aug_6_aug_13_aug_20,money,wlasl_121,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/money/70075_aug_6_aug_13_aug_20_speed_fast.npy,39,True
36830,more,wlasl_13,WLASL,val,data/selected/landmarks/more/36830_orig.npy,41,False
70222,more,wlasl_121,WLASL,train,data/selected/landmarks/more/70222_orig.npy,23,False
36827,more,wlasl_2,WLASL,train,data/selected/landmarks/more/36827_orig.npy,56,False
36829,more,wlasl_52,WLASL,train,data/selected/landmarks/more/36829_orig.npy,45,False
36838,more,wlasl_5,WLASL,test,data/selected/landmarks/more/36838_orig.npy,91,False
36826,more,wlasl_9,WLASL,val,data/selected/landmarks/more/36826_orig.npy,47,False
36826_aug_0,more,wlasl_9,WLASL_AUG,val,data/selected/landmarks/more/36826_aug_0_speed_fast.npy,39,True
36827_aug_1,more,wlasl_2,WLASL_AUG,train,data/selected/landmarks/more/36827_aug_1_speed_slow.npy,64,True
36828_aug_2,more,wlasl_36,WLASL_AUG,train,data/selected/landmarks/more/36828_aug_2_jitter.npy,33,True
36829_aug_3,more,wlasl_52,WLASL_AUG,train,data/selected/landmarks/more/36829_aug_3_scale_rotate.npy,45,True
36830_aug_4,more,wlasl_13,WLASL_AUG,val,data/selected/landmarks/more/36830_aug_4_speed_fast.npy,34,True
36837_aug_5,more,wlasl_64,WLASL_AUG,train,data/selected/landmarks/more/36837_aug_5_speed_slow.npy,85,True
36838_aug_6,more,wlasl_5,WLASL_AUG,test,data/selected/landmarks/more/36838_aug_6_jitter.npy,91,True
70222_aug_7,more,wlasl_121,WLASL_AUG,train,data/selected/landmarks/more/70222_aug_7_scale_rotate.npy,23,True
36826_aug_0_aug_8,more,wlasl_9,WLASL_AUG_AUG,val,data/selected/landmarks/more/36826_aug_0_aug_8_speed_fast.npy,33,True
36827_aug_1_aug_9,more,wlasl_2,WLASL_AUG_AUG,train,data/selected/landmarks/more/36827_aug_1_aug_9_speed_slow.npy,73,True
36828_aug_2_aug_10,more,wlasl_36,WLASL_AUG_AUG,train,data/selected/landmarks/more/36828_aug_2_aug_10_jitter.npy,33,True
36829_aug_3_aug_11,more,wlasl_52,WLASL_AUG_AUG,train,data/selected/landmarks/more/36829_aug_3_aug_11_scale_rotate.npy,45,True
36830_aug_4_aug_12,more,wlasl_13,WLASL_AUG_AUG,val,data/selected/landmarks/more/36830_aug_4_aug_12_speed_fast.npy,28,True
36837_aug_5_aug_13,more,wlasl_64,WLASL_AUG_AUG,train,data/selected/landmarks/more/36837_aug_5_aug_13_speed_slow.npy,85,True
36838_aug_6_aug_14,more,wlasl_5,WLASL_AUG_AUG,test,data/selected/landmarks/more/36838_aug_6_aug_14_jitter.npy,91,True
70222_aug_7_aug_15,more,wlasl_121,WLASL_AUG_AUG,train,data/selected/landmarks/more/70222_aug_7_aug_15_scale_rotate.npy,23,True
36826_aug_0_aug_8_aug_16,more,wlasl_9,WLASL_AUG_AUG_AUG,val,data/selected/landmarks/more/36826_aug_0_aug_8_aug_16_speed_fast.npy,28,True
36827_aug_1_aug_9_aug_17,more,wlasl_2,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/more/36827_aug_1_aug_9_aug_17_speed_slow.npy,83,True
36828_aug_2_aug_10_aug_18,more,wlasl_36,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/more/36828_aug_2_aug_10_aug_18_jitter.npy,33,True
36829_aug_3_aug_11_aug_19,more,wlasl_52,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/more/36829_aug_3_aug_11_aug_19_scale_rotate.npy,45,True
37581,name,wlasl_32,WLASL,train,data/selected/landmarks/name/37581_orig.npy,31,False
37580,name,wlasl_56,WLASL,val,data/selected/landmarks/name/37580_orig.npy,29,False
37587,name,wlasl_5,WLASL,train,data/selected/landmarks/name/37587_orig.npy,38,False
37575,name,wlasl_9,WLASL,test,data/selected/landmarks/name/37575_orig.npy,43,False
37582,name,wlasl_13,WLASL,train,data/selected/landmarks/name/37582_orig.npy,58,False
68106,name,wlasl_111,WLASL,train,data/selected/landmarks/name/68106_orig.npy,46,False
37575_aug_0,name,wlasl_9,WLASL_AUG,test,data/selected/landmarks/name/37575_aug_0_speed_fast.npy,36,True
37580_aug_1,name,wlasl_56,WLASL_AUG,val,data/selected/landmarks/name/37580_aug_1_speed_slow.npy,33,True
37581_aug_2,name,wlasl_32,WLASL_AUG,train,data/selected/landmarks/name/37581_aug_2_jitter.npy,31,True
37582_aug_3,name,wlasl_13,WLASL_AUG,train,data/selected/landmarks/name/37582_aug_3_scale_rotate.npy,58,True
37587_aug_4,name,wlasl_5,WLASL_AUG,train,data/selected/landmarks/name/37587_aug_4_speed_fast.npy,32,True
37588_aug_5,name,wlasl_5,WLASL_AUG,val,data/selected/landmarks/name/37588_aug_5_speed_slow.npy,54,True
68106_aug_6,name,wlasl_111,WLASL_AUG,train,data/selected/landmarks/name/68106_aug_6_jitter.npy,46,True
69405_aug_7,name,wlasl_118,WLASL_AUG,test,data/selected/landmarks/name/69405_aug_7_scale_rotate.npy,45,True
37575_aug_0_aug_8,name,wlasl_9,WLASL_AUG_AUG,test,data/selected/landmarks/name/37575_aug_0_aug_8_speed_fast.npy,30,True
37580_aug_1_aug_9,name,wlasl_56,WLASL_AUG_AUG,val,data/selected/landmarks/name/37580_aug_1_aug_9_speed_slow.npy,37,True
37581_aug_2_aug_10,name,wlasl_32,WLASL_AUG_AUG,train,data/selected/landmarks/name/37581_aug_2_aug_10_jitter.npy,31,True
37582_aug_3_aug_11,name,wlasl_13,WLASL_AUG_AUG,train,data/selected/landmarks/name/37582_aug_3_aug_11_scale_rotate.npy,58,True
37587_aug_4_aug_12,name,wlasl_5,WLASL_AUG_AUG,train,data/selected/landmarks/name/37587_aug_4_aug_12_speed_fast.npy,27,True
37588_aug_5_aug_13,name,wlasl_5,WLASL_AUG_AUG,val,data/selected/landmarks/name/37588_aug_5_aug_13_speed_slow.npy,62,True
68106_aug_6_aug_14,name,wlasl_111,WLASL_AUG_AUG,train,data/selected/landmarks/name/68106_aug_6_aug_14_jitter.npy,46,True
69405_aug_7_aug_15,name,wlasl_118,WLASL_AUG_AUG,test,data/selected/landmarks/name/69405_aug_7_aug_15_scale_rotate.npy,45,True
37575_aug_0_aug_8_aug_16,name,wlasl_9,WLASL_AUG_AUG_AUG,test,data/selected/landmarks/name/37575_aug_0_aug_8_aug_16_speed_fast.npy,25,True
37580_aug_1_aug_9_aug_17,name,wlasl_56,WLASL_AUG_AUG_AUG,val,data/selected/landmarks/name/37580_aug_1_aug_9_aug_17_speed_slow.npy,42,True
37581_aug_2_aug_10_aug_18,name,wlasl_32,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/name/37581_aug_2_aug_10_aug_18_jitter.npy,31,True
37582_aug_3_aug_11_aug_19,name,wlasl_13,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/name/37582_aug_3_aug_11_aug_19_scale_rotate.npy,58,True
38527,no,wlasl_3,WLASL,train,data/selected/landmarks/no/38527_orig.npy,33,False
38530,no,wlasl_15,WLASL,train,data/selected/landmarks/no/38530_orig.npy,42,False
38539,no,wlasl_47,WLASL,train,data/selected/landmarks/no/38539_orig.npy,33,False
38529,no,wlasl_13,WLASL,train,data/selected/landmarks/no/38529_orig.npy,80,False
38540,no,wlasl_5,WLASL,train,data/selected/landmarks/no/38540_orig.npy,66,False
69411,no,wlasl_118,WLASL,val,data/selected/landmarks/no/69411_orig.npy,46,False
68110,no,wlasl_109,WLASL,val,data/selected/landmarks/no/68110_orig.npy,78,False
38482_aug_0,no,wlasl_9,WLASL_AUG,test,data/selected/landmarks/no/38482_aug_0_speed_fast.npy,68,True
38527_aug_1,no,wlasl_3,WLASL_AUG,train,data/selected/landmarks/no/38527_aug_1_speed_slow.npy,37,True
38529_aug_2,no,wlasl_13,WLASL_AUG,train,data/selected/landmarks/no/38529_aug_2_jitter.npy,80,True
38530_aug_3,no,wlasl_15,WLASL_AUG,train,data/selected/landmarks/no/38530_aug_3_scale_rotate.npy,42,True
38539_aug_4,no,wlasl_47,WLASL_AUG,train,data/selected/landmarks/no/38539_aug_4_speed_fast.npy,28,True
38540_aug_5,no,wlasl_5,WLASL_AUG,train,data/selected/landmarks/no/38540_aug_5_speed_slow.npy,75,True
38541_aug_6,no,wlasl_5,WLASL_AUG,train,data/selected/landmarks/no/38541_aug_6_jitter.npy,56,True
68110_aug_7,no,wlasl_109,WLASL_AUG,val,data/selected/landmarks/no/68110_aug_7_scale_rotate.npy,78,True
69411_aug_8,no,wlasl_118,WLASL_AUG,val,data/selected/landmarks/no/69411_aug_8_speed_fast.npy,39,True
38482_aug_0_aug_9,no,wlasl_9,WLASL_AUG_AUG,test,data/selected/landmarks/no/38482_aug_0_aug_9_speed_slow.npy,78,True
38527_aug_1_aug_10,no,wlasl_3,WLASL_AUG_AUG,train,data/selected/landmarks/no/38527_aug_1_aug_10_jitter.npy,37,True
38529_aug_2_aug_11,no,wlasl_13,WLASL_AUG_AUG,train,data/selected/landmarks/no/38529_aug_2_aug_11_scale_rotate.npy,80,True
38530_aug_3_aug_12,no,wlasl_15,WLASL_AUG_AUG,train,data/selected/landmarks/no/38530_aug_3_aug_12_speed_fast.npy,35,True
38539_aug_4_aug_13,no,wlasl_47,WLASL_AUG_AUG,train,data/selected/landmarks/no/38539_aug_4_aug_13_speed_slow.npy,32,True
38540_aug_5_aug_14,no,wlasl_5,WLASL_AUG_AUG,train,data/selected/landmarks/no/38540_aug_5_aug_14_jitter.npy,75,True
38541_aug_6_aug_15,no,wlasl_5,WLASL_AUG_AUG,train,data/selected/landmarks/no/38541_aug_6_aug_15_scale_rotate.npy,56,True
68110_aug_7_aug_16,no,wlasl_109,WLASL_AUG_AUG,val,data/selected/landmarks/no/68110_aug_7_aug_16_speed_fast.npy,66,True
69411_aug_8_aug_17,no,wlasl_118,WLASL_AUG_AUG,val,data/selected/landmarks/no/69411_aug_8_aug_17_speed_slow.npy,44,True
38482_aug_0_aug_9_aug_18,no,wlasl_9,WLASL_AUG_AUG_AUG,test,data/selected/landmarks/no/38482_aug_0_aug_9_aug_18_jitter.npy,78,True
68114,now,wlasl_109,WLASL,train,data/selected/landmarks/now/68114_orig.npy,58,False
38982,now,wlasl_9,WLASL,test,data/selected/landmarks/now/38982_orig.npy,30,False
39004,now,wlasl_5,WLASL,train,data/selected/landmarks/now/39004_orig.npy,53,False
38990,now,wlasl_2,WLASL,train,data/selected/landmarks/now/38990_orig.npy,43,False
38994,now,wlasl_70,WLASL,val,data/selected/landmarks/now/38994_orig.npy,33,False
39003,now,wlasl_5,WLASL,train,data/selected/landmarks/now/39003_orig.npy,54,False
39002,now,wlasl_5,WLASL,train,data/selected/landmarks/now/39002_orig.npy,62,False
38982_aug_0,now,wlasl_9,WLASL_AUG,test,data/selected/landmarks/now/38982_aug_0_speed_fast.npy,25,True
38990_aug_1,now,wlasl_2,WLASL_AUG,train,data/selected/landmarks/now/38990_aug_1_speed_slow.npy,49,True
38994_aug_2,now,wlasl_70,WLASL_AUG,val,data/selected/landmarks/now/38994_aug_2_jitter.npy,33,True
39001_aug_3,now,wlasl_5,WLASL_AUG,train,data/selected/landmarks/now/39001_aug_3_scale_rotate.npy,62,True
39002_aug_4,now,wlasl_5,WLASL_AUG,train,data/selected/landmarks/now/39002_aug_4_speed_fast.npy,52,True
39003_aug_5,now,wlasl_5,WLASL_AUG,train,data/selected/landmarks/now/39003_aug_5_speed_slow.npy,62,True
39004_aug_6,now,wlasl_5,WLASL_AUG,train,data/selected/landmarks/now/39004_aug_6_jitter.npy,53,True
68114_aug_7,now,wlasl_109,WLASL_AUG,train,data/selected/landmarks/now/68114_aug_7_scale_rotate.npy,58,True
70345_aug_8,now,wlasl_121,WLASL_AUG,train,data/selected/landmarks/now/70345_aug_8_speed_fast.npy,9,True
38982_aug_0_aug_9,now,wlasl_9,WLASL_AUG_AUG,test,data/selected/landmarks/now/38982_aug_0_aug_9_speed_slow.npy,28,True
38990_aug_1_aug_10,now,wlasl_2,WLASL_AUG_AUG,train,data/selected/landmarks/now/38990_aug_1_aug_10_jitter.npy,49,True
38994_aug_2_aug_11,now,wlasl_70,WLASL_AUG_AUG,val,data/selected/landmarks/now/38994_aug_2_aug_11_scale_rotate.npy,33,True
39001_aug_3_aug_12,now,wlasl_5,WLASL_AUG_AUG,train,data/selected/landmarks/now/39001_aug_3_aug_12_speed_fast.npy,52,True
39002_aug_4_aug_13,now,wlasl_5,WLASL_AUG_AUG,train,data/selected/landmarks/now/39002_aug_4_aug_13_speed_slow.npy,59,True
39003_aug_5_aug_14,now,wlasl_5,WLASL_AUG_AUG,train,data/selected/landmarks/now/39003_aug_5_aug_14_jitter.npy,62,True
39004_aug_6_aug_15,now,wlasl_5,WLASL_AUG_AUG,train,data/selected/landmarks/now/39004_aug_6_aug_15_scale_rotate.npy,53,True
68114_aug_7_aug_16,now,wlasl_109,WLASL_AUG_AUG,train,data/selected/landmarks/now/68114_aug_7_aug_16_speed_fast.npy,49,True
70345_aug_8_aug_17,now,wlasl_121,WLASL_AUG_AUG,train,data/selected/landmarks/now/70345_aug_8_aug_17_speed_slow.npy,10,True
38982_aug_0_aug_9_aug_18,now,wlasl_9,WLASL_AUG_AUG_AUG,test,data/selected/landmarks/now/38982_aug_0_aug_9_aug_18_jitter.npy,28,True
40802,pain,wlasl_0,WLASL,train,data/selected/landmarks/pain/40802_orig.npy,35,False
40797,pain,wlasl_9,WLASL,train,data/selected/landmarks/pain/40797_orig.npy,77,False
40797_aug_0,pain,wlasl_9,WLASL_AUG,train,data/selected/landmarks/pain/40797_aug_0_speed_fast.npy,65,True
40802_aug_1,pain,wlasl_0,WLASL_AUG,train,data/selected/landmarks/pain/40802_aug_1_speed_slow.npy,40,True
40803_aug_2,pain,wlasl_13,WLASL_AUG,train,data/selected/landmarks/pain/40803_aug_2_jitter.npy,66,True
40808_aug_3,pain,wlasl_5,WLASL_AUG,test,data/selected/landmarks/pain/40808_aug_3_scale_rotate.npy,63,True
40797_aug_0_aug_4,pain,wlasl_9,WLASL_AUG_AUG,train,data/selected/landmarks/pain/40797_aug_0_aug_4_speed_fast.npy,55,True
40802_aug_1_aug_5,pain,wlasl_0,WLASL_AUG_AUG,train,data/selected/landmarks/pain/40802_aug_1_aug_5_speed_slow.npy,46,True
40803_aug_2_aug_6,pain,wlasl_13,WLASL_AUG_AUG,train,data/selected/landmarks/pain/40803_aug_2_aug_6_jitter.npy,66,True
40808_aug_3_aug_7,pain,wlasl_5,WLASL_AUG_AUG,test,data/selected/landmarks/pain/40808_aug_3_aug_7_scale_rotate.npy,63,True
40797_aug_0_aug_4_aug_8,pain,wlasl_9,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/pain/40797_aug_0_aug_4_aug_8_speed_fast.npy,46,True
40802_aug_1_aug_5_aug_9,pain,wlasl_0,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/pain/40802_aug_1_aug_5_aug_9_speed_slow.npy,52,True
40803_aug_2_aug_6_aug_10,pain,wlasl_13,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/pain/40803_aug_2_aug_6_aug_10_jitter.npy,66,True
40808_aug_3_aug_7_aug_11,pain,wlasl_5,WLASL_AUG_AUG_AUG,test,data/selected/landmarks/pain/40808_aug_3_aug_7_aug_11_scale_rotate.npy,63,True
40797_aug_0_aug_4_aug_8_aug_12,pain,wlasl_9,WLASL_AUG_AUG_AUG_AUG,train,data/selected/landmarks/pain/40797_aug_0_aug_4_aug_8_aug_12_speed_fast.npy,39,True
40802_aug_1_aug_5_aug_9_aug_13,pain,wlasl_0,WLASL_AUG_AUG_AUG_AUG,train,data/selected/landmarks/pain/40802_aug_1_aug_5_aug_9_aug_13_speed_slow.npy,59,True
40803_aug_2_aug_6_aug_10_aug_14,pain,wlasl_13,WLASL_AUG_AUG_AUG_AUG,train,data/selected/landmarks/pain/40803_aug_2_aug_6_aug_10_aug_14_jitter.npy,66,True
40808_aug_3_aug_7_aug_11_aug_15,pain,wlasl_5,WLASL_AUG_AUG_AUG_AUG,test,data/selected/landmarks/pain/40808_aug_3_aug_7_aug_11_aug_15_scale_rotate.npy,63,True
40797_aug_0_aug_4_aug_8_aug_12_aug_16,pain,wlasl_9,WLASL_AUG_AUG_AUG_AUG_AUG,train,data/selected/landmarks/pain/40797_aug_0_aug_4_aug_8_aug_12_aug_16_speed_fast.npy,33,True
40802_aug_1_aug_5_aug_9_aug_13_aug_17,pain,wlasl_0,WLASL_AUG_AUG_AUG_AUG_AUG,train,data/selected/landmarks/pain/40802_aug_1_aug_5_aug_9_aug_13_aug_17_speed_slow.npy,67,True
40803_aug_2_aug_6_aug_10_aug_14_aug_18,pain,wlasl_13,WLASL_AUG_AUG_AUG_AUG_AUG,train,data/selected/landmarks/pain/40803_aug_2_aug_6_aug_10_aug_14_aug_18_jitter.npy,66,True
40808_aug_3_aug_7_aug_11_aug_15_aug_19,pain,wlasl_5,WLASL_AUG_AUG_AUG_AUG_AUG,test,data/selected/landmarks/pain/40808_aug_3_aug_7_aug_11_aug_15_aug_19_scale_rotate.npy,63,True
40797_aug_0_aug_4_aug_8_aug_12_aug_16_aug_20,pain,wlasl_9,WLASL_AUG_AUG_AUG_AUG_AUG_AUG,train,data/selected/landmarks/pain/40797_aug_0_aug_4_aug_8_aug_12_aug_16_aug_20_speed_fast.npy,28,True
40802_aug_1_aug_5_aug_9_aug_13_aug_17_aug_21,pain,wlasl_0,WLASL_AUG_AUG_AUG_AUG_AUG_AUG,train,data/selected/landmarks/pain/40802_aug_1_aug_5_aug_9_aug_13_aug_17_aug_21_speed_slow.npy,77,True
40803_aug_2_aug_6_aug_10_aug_14_aug_18_aug_22,pain,wlasl_13,WLASL_AUG_AUG_AUG_AUG_AUG_AUG,train,data/selected/landmarks/pain/40803_aug_2_aug_6_aug_10_aug_14_aug_18_aug_22_jitter.npy,66,True
40808_aug_3_aug_7_aug_11_aug_15_aug_19_aug_23,pain,wlasl_5,WLASL_AUG_AUG_AUG_AUG_AUG_AUG,test,data/selected/landmarks/pain/40808_aug_3_aug_7_aug_11_aug_15_aug_19_aug_23_scale_rotate.npy,63,True
43217,please,wlasl_36,WLASL,train,data/selected/landmarks/please/43217_orig.npy,46,False
43218,please,wlasl_3,WLASL,train,data/selected/landmarks/please/43218_orig.npy,42,False
43219,please,wlasl_13,WLASL,test,data/selected/landmarks/please/43219_orig.npy,68,False
69434,please,wlasl_115,WLASL,train,data/selected/landmarks/please/69434_orig.npy,74,False
43217_aug_0,please,wlasl_36,WLASL_AUG,train,data/selected/landmarks/please/43217_aug_0_speed_fast.npy,39,True
43218_aug_1,please,wlasl_3,WLASL_AUG,train,data/selected/landmarks/please/43218_aug_1_speed_slow.npy,48,True
43219_aug_2,please,wlasl_13,WLASL_AUG,test,data/selected/landmarks/please/43219_aug_2_jitter.npy,68,True
43220_aug_3,please,wlasl_15,WLASL_AUG,val,data/selected/landmarks/please/43220_aug_3_scale_rotate.npy,54,True
43224_aug_4,please,wlasl_5,WLASL_AUG,train,data/selected/landmarks/please/43224_aug_4_speed_fast.npy,36,True
69434_aug_5,please,wlasl_115,WLASL_AUG,train,data/selected/landmarks/please/69434_aug_5_speed_slow.npy,85,True
43217_aug_0_aug_6,please,wlasl_36,WLASL_AUG_AUG,train,data/selected/landmarks/please/43217_aug_0_aug_6_jitter.npy,39,True
43218_aug_1_aug_7,please,wlasl_3,WLASL_AUG_AUG,train,data/selected/landmarks/please/43218_aug_1_aug_7_scale_rotate.npy,48,True
43219_aug_2_aug_8,please,wlasl_13,WLASL_AUG_AUG,test,data/selected/landmarks/please/43219_aug_2_aug_8_speed_fast.npy,57,True
43220_aug_3_aug_9,please,wlasl_15,WLASL_AUG_AUG,val,data/selected/landmarks/please/43220_aug_3_aug_9_speed_slow.npy,62,True
43224_aug_4_aug_10,please,wlasl_5,WLASL_AUG_AUG,train,data/selected/landmarks/please/43224_aug_4_aug_10_jitter.npy,36,True
69434_aug_5_aug_11,please,wlasl_115,WLASL_AUG_AUG,train,data/selected/landmarks/please/69434_aug_5_aug_11_scale_rotate.npy,85,True
43217_aug_0_aug_6_aug_12,please,wlasl_36,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/please/43217_aug_0_aug_6_aug_12_speed_fast.npy,33,True
43218_aug_1_aug_7_aug_13,please,wlasl_3,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/please/43218_aug_1_aug_7_aug_13_speed_slow.npy,55,True
43219_aug_2_aug_8_aug_14,please,wlasl_13,WLASL_AUG_AUG_AUG,test,data/selected/landmarks/please/43219_aug_2_aug_8_aug_14_jitter.npy,57,True
43220_aug_3_aug_9_aug_15,please,wlasl_15,WLASL_AUG_AUG_AUG,val,data/selected/landmarks/please/43220_aug_3_aug_9_aug_15_scale_rotate.npy,62,True
43224_aug_4_aug_10_aug_16,please,wlasl_5,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/please/43224_aug_4_aug_10_aug_16_speed_fast.npy,30,True
69434_aug_5_aug_11_aug_17,please,wlasl_115,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/please/69434_aug_5_aug_11_aug_17_speed_slow.npy,85,True
43217_aug_0_aug_6_aug_12_aug_18,please,wlasl_36,WLASL_AUG_AUG_AUG_AUG,train,data/selected/landmarks/please/43217_aug_0_aug_6_aug_12_aug_18_jitter.npy,33,True
43218_aug_1_aug_7_aug_13_aug_19,please,wlasl_3,WLASL_AUG_AUG_AUG_AUG,train,data/selected/landmarks/please/43218_aug_1_aug_7_aug_13_aug_19_scale_rotate.npy,55,True
43219_aug_2_aug_8_aug_14_aug_20,please,wlasl_13,WLASL_AUG_AUG_AUG_AUG,test,data/selected/landmarks/please/43219_aug_2_aug_8_aug_14_aug_20_speed_fast.npy,48,True
43220_aug_3_aug_9_aug_15_aug_21,please,wlasl_15,WLASL_AUG_AUG_AUG_AUG,val,data/selected/landmarks/please/43220_aug_3_aug_9_aug_15_aug_21_speed_slow.npy,71,True
44689,problem,wlasl_5,WLASL,train,data/selected/landmarks/problem/44689_orig.npy,38,False
44682,problem,wlasl_4,WLASL,train,data/selected/landmarks/problem/44682_orig.npy,39,False
44680,problem,wlasl_19,WLASL,train,data/selected/landmarks/problem/44680_orig.npy,69,False
44681,problem,wlasl_0,WLASL,train,data/selected/landmarks/problem/44681_orig.npy,46,False
44677,problem,wlasl_9,WLASL,test,data/selected/landmarks/problem/44677_orig.npy,57,False
44677_aug_0,problem,wlasl_9,WLASL_AUG,test,data/selected/landmarks/problem/44677_aug_0_speed_fast.npy,48,True
44680_aug_1,problem,wlasl_19,WLASL_AUG,train,data/selected/landmarks/problem/44680_aug_1_speed_slow.npy,79,True
44681_aug_2,problem,wlasl_0,WLASL_AUG,train,data/selected/landmarks/problem/44681_aug_2_jitter.npy,46,True
44682_aug_3,problem,wlasl_4,WLASL_AUG,train,data/selected/landmarks/problem/44682_aug_3_scale_rotate.npy,39,True
44684_aug_4,problem,wlasl_13,WLASL_AUG,test,data/selected/landmarks/problem/44684_aug_4_speed_fast.npy,58,True
44688_aug_5,problem,wlasl_5,WLASL_AUG,val,data/selected/landmarks/problem/44688_aug_5_speed_slow.npy,43,True
44689_aug_6,problem,wlasl_5,WLASL_AUG,train,data/selected/landmarks/problem/44689_aug_6_jitter.npy,38,True
44677_aug_0_aug_7,problem,wlasl_9,WLASL_AUG_AUG,test,data/selected/landmarks/problem/44677_aug_0_aug_7_scale_rotate.npy,48,True
44680_aug_1_aug_8,problem,wlasl_19,WLASL_AUG_AUG,train,data/selected/landmarks/problem/44680_aug_1_aug_8_speed_fast.npy,67,True
44681_aug_2_aug_9,problem,wlasl_0,WLASL_AUG_AUG,train,data/selected/landmarks/problem/44681_aug_2_aug_9_speed_slow.npy,52,True
44682_aug_3_aug_10,problem,wlasl_4,WLASL_AUG_AUG,train,data/selected/landmarks/problem/44682_aug_3_aug_10_jitter.npy,39,True
44684_aug_4_aug_11,problem,wlasl_13,WLASL_AUG_AUG,test,data/selected/landmarks/problem/44684_aug_4_aug_11_scale_rotate.npy,58,True
44688_aug_5_aug_12,problem,wlasl_5,WLASL_AUG_AUG,val,data/selected/landmarks/problem/44688_aug_5_aug_12_speed_fast.npy,36,True
44689_aug_6_aug_13,problem,wlasl_5,WLASL_AUG_AUG,train,data/selected/landmarks/problem/44689_aug_6_aug_13_speed_slow.npy,43,True
44677_aug_0_aug_7_aug_14,problem,wlasl_9,WLASL_AUG_AUG_AUG,test,data/selected/landmarks/problem/44677_aug_0_aug_7_aug_14_jitter.npy,48,True
44680_aug_1_aug_8_aug_15,problem,wlasl_19,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/problem/44680_aug_1_aug_8_aug_15_scale_rotate.npy,67,True
44681_aug_2_aug_9_aug_16,problem,wlasl_0,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/problem/44681_aug_2_aug_9_aug_16_speed_fast.npy,44,True
44682_aug_3_aug_10_aug_17,problem,wlasl_4,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/problem/44682_aug_3_aug_10_aug_17_speed_slow.npy,44,True
44684_aug_4_aug_11_aug_18,problem,wlasl_13,WLASL_AUG_AUG_AUG,test,data/selected/landmarks/problem/44684_aug_4_aug_11_aug_18_jitter.npy,58,True
44688_aug_5_aug_12_aug_19,problem,wlasl_5,WLASL_AUG_AUG_AUG,val,data/selected/landmarks/problem/44688_aug_5_aug_12_aug_19_scale_rotate.npy,36,True
44689_aug_6_aug_13_aug_20,problem,wlasl_5,WLASL_AUG_AUG_AUG,train,data/selected/landmarks/problem/44689_aug_6_aug_13_aug_20_speed_fast.npy,36,True
51503,sick,wlasl_60,WLASL,train,data/selected/landmarks/sick/51503_orig.npy,49,False
69470,sick,wlasl_118,WLASL,test,data/selected/landmarks/sick/69470_orig.npy,40,False
51494,sick,wlasl_9,WLASL,test,data/selected/landmarks/sick/51494_orig.npy,60,False
51494_aug_0,sick,wlasl_9,WLASL_AUG,test,data/selected/landmarks/sick/51494_aug_0_speed_fast.npy,51,True
51501_aug_1,sick,wlasl_63,WLASL_AUG,train,data/selected/landmarks/sick/51501_aug_1_speed_slow.npy,52,True
51502_aug_2,sick,wlasl_38,WLASL_AUG,train,data/selected/landmarks/sick/51502_aug_2_jitter.npy,42,True
51503_aug_3,sick,wlasl_60,WLASL_AUG,train,data/selected/landmarks/sick/51503_aug_3_scale_rotate.npy,49,True
69470_aug_4,sick,wlasl_118,WLASL_AUG,test,data/selected/landmarks/sick/69470_aug_4_speed_fast.npy,34,True
51494_aug_0_aug_5,sick,wlasl_9,WLASL_AUG_AUG,test,data/selected/landmarks/sick/51494_aug_0_aug_5_speed_slow.npy,58,True
51501_aug_1_aug_6,sick,wlasl_63,WLASL_AUG_AUG,train,data/selected/landmarks/sick/51501_aug_1_aug_6_jitter.npy,52,True
51502_aug_2_aug_7,sick,wlasl_38,WLASL_AUG_AUG,train,data/selected/landmarks/sick/51502_aug_2_aug_7_scale_rotate.npy,42,True
51503_aug_3_aug_8,sick,wlasl_60,WLASL_AUG_AUG,train,data/selected/landmarks/sick/51503_aug_3_aug_8_speed_fast.npy,41,True
69470_aug_4_aug_9,sick,wlasl_118,WLASL_AUG_AUG,test,data/selected/landmarks/sick/69470_aug_4_aug_9_speed_slow.npy,39,True
